nim,nama,jenis_kelamin,angkatan,status_mahasiswa,id_prodi,asal_daerah,id_univ
240005977,Ir. Najib Yolanda,P,2023,Aktif,PRODI36,Banten,2
240005978,R. Cagak Suartini (Baru),L,2020,Aktif,PRODI12,Kalimantan Selatan,2
240005979,Ismail Nugroho,P,2021,Aktif,PRODI18,Sulawesi Tenggara,2
240005980,Hj. Ajeng Mansur,L,2023,Aktif,PRODI16,Sumatera Barat,2
240005981,Puti Ella Anggriawan,P,2021,Cuti,PRODI23,Bali,2
240005982,Siska Pradipta (Baru),L,2024,Aktif,PRODI32,Sulawesi Tengah,2
240005983,R.A. Samiah Suryono (Baru),L,2022,Aktif,PRODI29,Bengkulu,2
240005984,Ir. Wawan Megantara,P,2021,Aktif,PRODI14,Sulawesi Selatan,2
240005985,Ian Thamrin (Baru),L,2021,Aktif,PRODI16,Jawa Timur,2
240005986,T. Jaya Siregar,P,2024,Nonaktif,PRODI37,Sulawesi Tenggara,2
240005987,R.M. Wardi Haryanti,L,2023,Aktif,PRODI37,Bangka Belitung,2
240005988,Amelia Wijaya (Baru),P,2022,Aktif,PRODI37,Nusa Tenggara Barat,2
240005989,Drs. Ellis Utami (Baru),P,2024,Aktif,PRODI23,Jawa Timur,2
240005990,H. Saiful Andriani (Baru),P,2024,Aktif,PRODI30,Kalimantan Selatan,2
240005991,Adikara Santoso (Baru),L,2021,Aktif,PRODI23,Nusa Tenggara Timur,2
240005992,Elvin Hakim (Baru),L,2021,Aktif,PRODI10,Kepulauan Riau,1
240005993,Capa Pratiwi (Baru),P,2022,Aktif,PRODI30,Bengkulu,2
240005994,dr. Puti Hutapea (Baru),L,2023,Aktif,PRODI04,Banten,1
240005995,Pangeran Tampubolon (Baru),L,2020,Lulus,PRODI14,Riau,2
240005996,Kamidin Permadi,L,2024,Aktif,PRODI23,Kepulauan Riau,2
240005997,Kusuma Situmorang (Baru),P,2020,Cuti,PRODI30,DI Yogyakarta,2
240005998,Martaka Nurdiyanti,L,2023,Drop Out,PRODI21,Sumatera Selatan,2
240005999,Ratih Zulkarnain (Baru),L,2021,Aktif,PRODI07,Maluku,2
240006000,Ir. Uchita Aryani,P,2020,Lulus,PRODI21,Gorontalo,2
240006001,Edward Jailani (Baru),P,2024,Aktif,PRODI13,Kalimantan Utara,2
240006002,Amelia Melani (Baru),P,2024,Aktif,PRODI21,Jawa Timur,2
240006003,Aurora Habibi (Baru),L,2022,Aktif,PRODI21,Jawa Tengah,2
240006004,dr. Lanjar Damanik (Baru),L,2021,Aktif,PRODI12,Kalimantan Selatan,2
240006005,Ulya Latupono (Baru),P,2022,Aktif,PRODI30,Papua,2
240006006,Ir. Darsirah Kuswandari (Baru),P,2022,Aktif,PRODI32,Papua,2
240006007,Edward Jailani (Baru),P,2024,Aktif,PRODI13,Maluku,2
240006008,Tina Prasetyo,P,2020,Aktif,PRODI07,Kalimantan Utara,2
240006009,Jati Lestari (Baru),L,2023,Aktif,PRODI27,Bengkulu,2
240006010,Vino Hidayanto (Baru),P,2020,Aktif,PRODI33,DKI Jakarta,2
240006011,Elvin Hakim (Baru),L,2021,Aktif,PRODI10,Jambi,1
240006012,Wahyu Sudiati (Baru),L,2024,Aktif,PRODI09,DI Yogyakarta,1
240006013,T. Jaya Siregar,P,2024,Aktif,PRODI37,Papua,2
240006014,Tugiman Marpaung (Baru),P,2020,Lulus,PRODI16,Bali,2
240006015,Prasetyo Waluyo (Baru),P,2021,Aktif,PRODI21,Kalimantan Timur,2
240006016,dr. Opung Situmorang,P,2022,Aktif,PRODI11,Aceh,2
240006017,dr. Oliva Hutagalung (Baru),P,2021,Aktif,PRODI25,Bengkulu,2
240006018,Ibrani Samosir (Baru),P,2024,Aktif,PRODI27,Banten,2
240006019,Eman Puspasari (Baru),L,2022,Aktif,PRODI23,Sulawesi Barat,2
240006020,Budi Wulandari (Baru),L,2020,Lulus,PRODI36,Lampung,2
240006021,Farah Gunarto (Baru),L,2022,Aktif,PRODI32,DI Yogyakarta,2
240006022,dr. Puti Hutapea (Baru),L,2023,Aktif,PRODI04,Jambi,1
240006023,Ir. Kamila Andriani,P,2021,Aktif,PRODI37,Banten,2
240006024,Mitra Winarsih (Baru),P,2024,Aktif,PRODI23,Kalimantan Tengah,2
240006025,Jaswadi Maheswara (Baru),L,2022,Aktif,PRODI04,Kalimantan Tengah,1
240006026,Kariman Tamba,L,2023,Aktif,PRODI36,Sulawesi Utara,2
240006027,Sabrina Wijayanti,P,2022,Aktif,PRODI27,Bengkulu,2
240006028,Garan Rahmawati,P,2024,Aktif,PRODI33,Kepulauan Riau,2
240006029,Ilsa Haryanto,P,2020,Aktif,PRODI14,Kalimantan Barat,2
240006030,drg. Edi Nuraini,P,2021,Aktif,PRODI13,Kalimantan Barat,2
240006031,Amelia Wijaya (Baru),P,2022,Aktif,PRODI37,Maluku Utara,2
240006032,H. Darsirah Nurdiyanti,P,2023,Aktif,PRODI10,Jambi,1
240006033,Cinthia Hutapea (Baru),L,2022,Aktif,PRODI34,Banten,2
240006034,Jatmiko Maryadi (Baru),P,2023,Aktif,PRODI12,Papua,2
240006035,Amelia Wijaya (Baru),P,2022,Drop Out,PRODI37,Bangka Belitung,2
240006036,Jumadi Santoso,P,2022,Aktif,PRODI30,Sumatera Utara,2
240006037,Suci Sudiati (Baru),L,2023,Aktif,PRODI23,Aceh,2
240006038,Nalar Hutagalung (Baru),P,2024,Aktif,PRODI32,Bali,2
240006039,Dirja Kusumo (Baru),L,2021,Aktif,PRODI14,Kalimantan Tengah,2
240006040,Kayla Budiman (Baru),L,2023,Aktif,PRODI11,Banten,2
240006041,Yuni Rahayu (Baru),L,2024,Nonaktif,PRODI32,Maluku,2
240006042,Dian Maryati (Baru),P,2024,Drop Out,PRODI09,Jawa Timur,1
240006043,Ghaliyati Prasetya (Baru),L,2020,Lulus,PRODI07,Maluku,2
240006044,Ira Mandasari (Baru),P,2024,Aktif,PRODI37,Bangka Belitung,2
240006045,Adhiarja Mayasari (Baru),P,2022,Cuti,PRODI18,Jawa Timur,2
240006046,Mahdi Wibisono,L,2024,Aktif,PRODI07,Sumatera Selatan,2
240006047,Lutfan Yuliarti (Baru),P,2022,Aktif,PRODI33,Kalimantan Selatan,2
240006048,Yance Hutagalung,P,2023,Aktif,PRODI30,Sumatera Utara,2
240006049,Niyaga Hakim (Baru),L,2023,Aktif,PRODI29,Sulawesi Barat,2
240006050,Ir. Ivan Tampubolon (Baru),P,2022,Aktif,PRODI36,Banten,2
240006051,Rika Mahendra (Baru),L,2021,Aktif,PRODI04,Kalimantan Selatan,1
240006052,Gina Mandala (Baru),P,2022,Aktif,PRODI11,Sulawesi Selatan,2
240006053,H. Pangestu Wahyuni (Baru),P,2023,Aktif,PRODI14,DI Yogyakarta,2
240006054,Bajragin Rahimah (Baru),P,2020,Lulus,PRODI33,Sumatera Selatan,2
240006055,Jane Prastuti (Baru),P,2022,Aktif,PRODI25,Kalimantan Timur,2
240006056,Iriana Saragih,P,2022,Aktif,PRODI13,Kalimantan Selatan,2
240006057,Yance Kuswandari (Baru),P,2023,Aktif,PRODI09,Kalimantan Barat,1
240006058,Agnes Sihombing,P,2023,Aktif,PRODI23,Bali,2
240006059,drg. Najwa Oktaviani (Baru),P,2023,Aktif,PRODI23,Lampung,2
240006060,Drs. Sadina Rahmawati (Baru),L,2020,Lulus,PRODI13,Papua Barat,2
240006061,Tira Narpati (Baru),P,2023,Aktif,PRODI21,Kalimantan Utara,2
240006062,Zalindra Prastuti (Baru),L,2023,Aktif,PRODI07,Sulawesi Tenggara,2
240006063,Fitriani Mahendra (Baru),P,2020,Drop Out,PRODI25,DI Yogyakarta,2
240006064,Lalita Sitorus,P,2023,Drop Out,PRODI12,DKI Jakarta,2
240006065,Paulin Uyainah (Baru),P,2023,Aktif,PRODI23,DI Yogyakarta,2
240006066,Bajragin Firmansyah (Baru),P,2021,Aktif,PRODI07,Kepulauan Riau,2
240006067,Ina Setiawan (Baru),L,2024,Aktif,PRODI10,Jawa Timur,1
240006068,Artawan Kuswoyo (Baru),L,2021,Aktif,PRODI27,Papua Barat,2
240006069,Titi Puspita (Baru),P,2021,Aktif,PRODI18,Kalimantan Barat,2
240006070,Drs. Viman Susanti (Baru),L,2021,Aktif,PRODI11,Sulawesi Selatan,2
240006071,Muhammad Adriansyah (Baru),L,2020,Lulus,PRODI37,Bangka Belitung,2
240006072,Tgk. Lurhur Handayani,P,2021,Nonaktif,PRODI14,Aceh,2
240006073,Hj. Ifa Saefullah,L,2020,Lulus,PRODI16,Sumatera Barat,2
240006074,Lalita Sitorus,P,2023,Aktif,PRODI12,Sulawesi Tenggara,2
240006075,Iriana Najmudin (Baru),P,2023,Cuti,PRODI29,Lampung,2
240006076,R.A. Bella Lestari (Baru),P,2021,Aktif,PRODI23,Lampung,2
240006077,Gina Iswahyudi (Baru),P,2020,Nonaktif,PRODI16,Sulawesi Barat,2
240006078,Hj. Vicky Usamah,L,2021,Aktif,PRODI37,Papua Barat,2
240006079,Iriana Sinaga (Baru),P,2024,Drop Out,PRODI25,Kepulauan Riau,2
240006080,Hafshah Hutapea (Baru),L,2020,Aktif,PRODI33,Maluku Utara,2
240006081,Darmana Anggraini (Baru),P,2023,Aktif,PRODI21,Riau,2
240006082,Paiman Padmasari (Baru),L,2024,Aktif,PRODI32,Bengkulu,2
240006083,Irwan Wacana (Baru),L,2021,Aktif,PRODI27,Kalimantan Timur,2
240006084,Dagel Maulana (Baru),P,2023,Aktif,PRODI04,Sulawesi Tenggara,1
240006085,Saadat Mangunsong (Baru),P,2020,Lulus,PRODI33,Sulawesi Barat,2
240006086,Emas Sihombing (Baru),P,2024,Aktif,PRODI29,Kepulauan Riau,2
240006087,Liman Winarno (Baru),P,2020,Lulus,PRODI04,Banten,1
240006088,Intan Mandasari (Baru),L,2022,Aktif,PRODI37,Kepulauan Riau,2
240006089,Intan Gunarto (Baru),P,2020,Lulus,PRODI37,Papua Barat,2
240006090,dr. Melinda Aryani,P,2024,Aktif,PRODI14,Sulawesi Tengah,2
240006091,T. Kadir Permata,L,2023,Aktif,PRODI34,Nusa Tenggara Timur,2
240006092,Puspa Haryanto (Baru),P,2021,Aktif,PRODI32,Sumatera Utara,2
240006093,Paris Safitri,L,2020,Lulus,PRODI09,Sumatera Barat,1
240006094,Amelia Hassanah,L,2022,Aktif,PRODI30,Papua Barat,2
240006095,R.M. Samsul Prasasta,P,2023,Aktif,PRODI16,Bali,2
240006096,Tedi Sitompul (Baru),P,2024,Aktif,PRODI07,Maluku,2
240006097,Ghani Nashiruddin (Baru),P,2024,Aktif,PRODI14,Bengkulu,2
240006098,Zahra Natsir (Baru),L,2020,Lulus,PRODI37,Jawa Timur,2
240006099,Murti Santoso (Baru),P,2023,Aktif,PRODI14,Sulawesi Selatan,2
240006100,Dr. Michelle Kuswoyo (Baru),P,2020,Lulus,PRODI07,Kalimantan Timur,2
240006101,Clara Riyanti (Baru),L,2023,Aktif,PRODI36,Jambi,2
240006102,Talia Pudjiastuti (Baru),L,2023,Aktif,PRODI23,Sulawesi Utara,2
240006103,Pangestu Siregar (Baru),P,2023,Aktif,PRODI34,DKI Jakarta,2
240006104,Puji Padmasari,P,2022,Aktif,PRODI10,DKI Jakarta,1
240006105,Puti Ciaobella Haryanto (Baru),P,2024,Aktif,PRODI16,Papua Barat,2
240006106,Akarsana Siregar (Baru),P,2024,Aktif,PRODI12,Kalimantan Utara,2
240006107,T. Nalar Pradana,P,2020,Lulus,PRODI25,Kalimantan Barat,2
240006108,Karya Nugroho (Baru),P,2020,Lulus,PRODI11,Kalimantan Barat,2
240006109,Najwa Hidayat,P,2021,Aktif,PRODI37,Sulawesi Selatan,2
240006110,Jono Sihombing (Baru),L,2022,Aktif,PRODI13,Kalimantan Barat,2
240006111,Vino Hidayanto (Baru),P,2020,Lulus,PRODI33,Papua Barat,2
240006112,Heru Nugroho (Baru),L,2024,Aktif,PRODI36,Nusa Tenggara Barat,2
240006113,R.A. Ratih Yulianti,P,2020,Aktif,PRODI04,Jawa Tengah,1
240006114,Juli Siregar (Baru),L,2020,Lulus,PRODI27,Aceh,2
240006115,Tira Narpati (Baru),P,2023,Aktif,PRODI21,Sulawesi Tengah,2
240006116,Rahayu Yolanda (Baru),P,2020,Lulus,PRODI07,Jawa Tengah,2
240006117,Gada Nababan,P,2020,Cuti,PRODI04,Jawa Tengah,1
240006118,Jati Putra (Baru),P,2020,Lulus,PRODI25,Bengkulu,2
240006119,Daruna Hutasoit (Baru),P,2020,Nonaktif,PRODI12,Jambi,2
240006120,Diah Situmorang (Baru),P,2021,Aktif,PRODI14,Aceh,2
240006121,Humaira Rahimah,P,2020,Lulus,PRODI21,Bangka Belitung,2
240006122,Malika Hidayanto (Baru),L,2022,Aktif,PRODI09,Sumatera Barat,1
240006123,Amalia Salahudin (Baru),P,2023,Aktif,PRODI30,Kepulauan Riau,2
240006124,Rendy Prasetyo (Baru),L,2023,Aktif,PRODI29,Kalimantan Barat,2
240006125,Maras Jailani,L,2024,Aktif,PRODI11,Sumatera Barat,2
240006126,Drs. Elon Aryani (Baru),P,2022,Aktif,PRODI27,Bangka Belitung,2
240006127,Damu Dabukke,P,2022,Aktif,PRODI09,Bengkulu,1
240006128,dr. Tantri Setiawan (Baru),P,2022,Aktif,PRODI18,DI Yogyakarta,2
240006129,Ani Haryanti (Baru),L,2022,Aktif,PRODI16,Gorontalo,2
240006130,Cut Nadia Simanjuntak,L,2022,Aktif,PRODI14,Kalimantan Selatan,2
240006131,Legawa Sitorus (Baru),L,2023,Aktif,PRODI16,Sulawesi Selatan,2
240006132,Drs. Kalim Sitorus (Baru),P,2020,Lulus,PRODI14,Kepulauan Riau,2
240006133,Tira Narpati (Baru),P,2023,Aktif,PRODI21,Jawa Tengah,2
240006134,Balamantri Mahendra,P,2022,Aktif,PRODI13,Nusa Tenggara Timur,2
240006135,Tgk. Yani Wulandari (Baru),L,2020,Lulus,PRODI21,Sulawesi Utara,2
240006136,Shakila Utama (Baru),P,2022,Aktif,PRODI36,Sulawesi Tenggara,2
240006137,Wage Mustofa (Baru),L,2021,Nonaktif,PRODI23,Aceh,2
240006138,Ir. Padmi Januar,L,2021,Nonaktif,PRODI21,Sumatera Selatan,2
240006139,Drs. Jindra Suryatmi (Baru),P,2020,Aktif,PRODI27,Maluku,2
240006140,Aisyah Puspasari (Baru),L,2020,Lulus,PRODI36,Jawa Timur,2
240006141,Murti Santoso (Baru),P,2023,Aktif,PRODI14,Sulawesi Tengah,2
240006142,Kenari Maryati,L,2021,Aktif,PRODI21,Sulawesi Tengah,2
240006143,Usyi Hartati (Baru),L,2022,Aktif,PRODI23,Sumatera Barat,2
240006144,Harsaya Utama (Baru),L,2024,Aktif,PRODI23,Jawa Barat,2
240006145,Yulia Simbolon (Baru),P,2020,Lulus,PRODI09,Jawa Tengah,1
240006146,Martaka Nurdiyanti,L,2023,Aktif,PRODI21,Bali,2
240006147,Wahyu Sudiati (Baru),L,2024,Aktif,PRODI09,Sulawesi Selatan,1
240006148,Farah Jailani (Baru),L,2020,Lulus,PRODI32,Bali,2
240006149,Ulva Wibisono (Baru),P,2020,Lulus,PRODI30,Sumatera Selatan,2
240006150,R. Paulin Kurniawan,P,2020,Lulus,PRODI30,Sulawesi Tenggara,2
240006151,Yuliana Damanik (Baru),L,2023,Aktif,PRODI32,Kalimantan Timur,2
240006152,Ir. Ika Laksita (Baru),P,2024,Aktif,PRODI36,Maluku,2
240006153,Dr. Lega Puspasari,P,2024,Aktif,PRODI07,Jambi,2
240006154,Nilam Handayani (Baru),P,2021,Aktif,PRODI35,Jawa Tengah,2
240006155,Azalea Andriani (Baru),P,2021,Aktif,PRODI09,Bengkulu,1
240006156,drg. Samiah Hartati,P,2022,Aktif,PRODI04,Gorontalo,1
240006157,Anastasia Sirait (Baru),L,2021,Aktif,PRODI12,Nusa Tenggara Barat,2
240006158,R. Fitria Hidayanto,L,2024,Aktif,PRODI09,Nusa Tenggara Timur,1
240006159,Purwa Nuraini (Baru),P,2024,Aktif,PRODI33,Aceh,2
240006160,drg. Cinthia Hutapea (Baru),P,2022,Aktif,PRODI36,Nusa Tenggara Timur,2
240006161,drg. Samiah Sinaga,L,2024,Aktif,PRODI09,Bangka Belitung,1
240006162,Mutia Rahmawati (Baru),P,2023,Aktif,PRODI29,Sumatera Selatan,2
240006163,dr. Salsabila Rahmawati (Baru),L,2023,Aktif,PRODI18,Kepulauan Riau,2
240006164,R.A. Elvina Gunawan (Baru),L,2024,Aktif,PRODI33,Bali,2
240006165,R.M. Lutfan Agustina (Baru),L,2021,Aktif,PRODI07,Sulawesi Tenggara,2
240006166,Cakrawala Rajata (Baru),L,2022,Aktif,PRODI33,Kalimantan Tengah,2
240006167,Banara Maulana (Baru),P,2024,Aktif,PRODI18,Sulawesi Tengah,2
240006168,Zamira Firmansyah (Baru),P,2024,Drop Out,PRODI07,Maluku Utara,2
240006169,Queen Sihotang (Baru),L,2021,Cuti,PRODI23,Lampung,2
240006170,R. Waluyo Utami,L,2021,Aktif,PRODI07,Gorontalo,2
240006171,Bakiono Wahyudin (Baru),L,2024,Aktif,PRODI16,Kalimantan Utara,2
240006172,Ophelia Hasanah,P,2023,Aktif,PRODI30,Maluku,2
240006173,Kemba Saragih (Baru),L,2022,Nonaktif,PRODI23,Maluku Utara,2
240006174,Kariman Napitupulu (Baru),L,2022,Aktif,PRODI09,Sulawesi Selatan,1
240006175,Heru Melani (Baru),L,2022,Aktif,PRODI27,Kalimantan Selatan,2
240006176,Puji Marbun (Baru),L,2024,Aktif,PRODI35,Kalimantan Barat,2
240006177,Usman Utami (Baru),L,2020,Lulus,PRODI37,Papua,2
240006178,Karimah Dabukke (Baru),P,2024,Aktif,PRODI35,Sulawesi Selatan,2
240006179,Kani Usamah,L,2020,Lulus,PRODI36,Gorontalo,2
240006180,Agnes Sihombing,P,2023,Aktif,PRODI23,Sulawesi Tengah,2
240006181,Oni Adriansyah (Baru),P,2020,Lulus,PRODI35,Sulawesi Utara,2
240006182,Nyana Andriani (Baru),P,2024,Nonaktif,PRODI32,Banten,2
240006183,Pangestu Siregar (Baru),P,2023,Cuti,PRODI34,Lampung,2
240006184,Diah Yuliarti (Baru),L,2020,Cuti,PRODI14,Kalimantan Utara,2
240006185,Calista Andriani (Baru),L,2020,Nonaktif,PRODI33,Jawa Tengah,2
240006186,Almira Susanti,P,2021,Nonaktif,PRODI35,Kalimantan Utara,2
240006187,Ir. Artanto Usada,P,2024,Cuti,PRODI34,DI Yogyakarta,2
240006188,Salsabila Habibi (Baru),L,2022,Aktif,PRODI16,Kalimantan Timur,2
240006189,Omar Saragih,L,2021,Aktif,PRODI21,Kepulauan Riau,2
240006190,Galih Susanti,P,2024,Aktif,PRODI18,Sumatera Barat,2
240006191,Dt. Jail Fujiati (Baru),L,2021,Aktif,PRODI34,Lampung,2
240006192,Devi Mangunsong (Baru),P,2022,Aktif,PRODI30,Sumatera Selatan,2
240006193,Latika Farida (Baru),P,2020,Aktif,PRODI12,Kalimantan Utara,2
240006194,Karya Wastuti (Baru),P,2021,Aktif,PRODI29,Kalimantan Barat,2
240006195,Vero Hutasoit (Baru),P,2023,Aktif,PRODI30,Sulawesi Tenggara,2
240006196,dr. Hafshah Mangunsong (Baru),L,2021,Aktif,PRODI21,Sumatera Utara,2
240006197,Sabri Prabowo (Baru),P,2024,Aktif,PRODI23,Kalimantan Selatan,2
240006198,T. Luwar Melani (Baru),L,2023,Aktif,PRODI36,Jawa Timur,2
240006199,drg. Danang Wibisono,L,2024,Aktif,PRODI12,Jambi,2
240006200,Kani Usamah,L,2020,Drop Out,PRODI36,Kalimantan Timur,2
240006201,R. Rina Yulianti (Baru),P,2023,Aktif,PRODI25,Sulawesi Utara,2
240006202,Tiara Utami,L,2023,Aktif,PRODI18,Papua Barat,2
240006203,Sutan Ega Rahimah (Baru),P,2021,Aktif,PRODI35,Jambi,2
240006204,Anastasia Megantara,P,2020,Lulus,PRODI07,Gorontalo,2
240006205,drg. Julia Rajata (Baru),P,2024,Aktif,PRODI27,Nusa Tenggara Timur,2
240006206,Ir. Farah Wastuti,L,2024,Aktif,PRODI10,Lampung,1
240006207,Hj. Ratna Laksmiwati (Baru),L,2022,Aktif,PRODI23,Kalimantan Tengah,2
240006208,Sari Pratama (Baru),L,2024,Cuti,PRODI18,Sulawesi Tengah,2
240006209,Queen Prasetyo (Baru),L,2024,Aktif,PRODI29,Kepulauan Riau,2
240006210,Ika Melani (Baru),P,2024,Aktif,PRODI23,Sulawesi Tenggara,2
240006211,Dr. Tantri Dongoran,L,2021,Aktif,PRODI33,Kalimantan Utara,2
240006212,Tgk. Carla Pranowo,P,2024,Aktif,PRODI14,Riau,2
240006213,Drs. Vivi Mulyani,P,2022,Nonaktif,PRODI27,Kalimantan Barat,2
240006214,Gamanto Wijayanti,P,2020,Aktif,PRODI30,Bengkulu,2
240006215,KH. Cakrabuana Rahmawati (Baru),P,2021,Aktif,PRODI11,Jambi,2
240006216,R. Baktianto Anggriawan (Baru),P,2021,Aktif,PRODI13,Sumatera Utara,2
240006217,Salsabila Riyanti (Baru),P,2021,Aktif,PRODI09,Gorontalo,1
240006218,Dt. Taufik Halimah (Baru),L,2021,Aktif,PRODI33,Jambi,2
240006219,Puti Qori Uyainah (Baru),P,2021,Aktif,PRODI30,Maluku Utara,2
240006220,Agnes Saragih (Baru),L,2020,Cuti,PRODI32,Kalimantan Tengah,2
240006221,Edi Rajata (Baru),P,2021,Aktif,PRODI09,Sulawesi Tenggara,1
240006222,Elvina Haryanto (Baru),P,2021,Aktif,PRODI30,Sulawesi Barat,2
240006223,Cut Diah Pratiwi,P,2023,Aktif,PRODI23,Kalimantan Utara,2
240006224,Anom Gunarto,L,2020,Lulus,PRODI29,Aceh,2
240006225,Tgk. Calista Usamah,L,2022,Aktif,PRODI14,Kalimantan Timur,2
240006226,Rahayu Nashiruddin (Baru),L,2021,Aktif,PRODI32,Sumatera Utara,2
240006227,Diah Kusmawati (Baru),P,2022,Aktif,PRODI35,Kalimantan Selatan,2
240006228,Intan Permata (Baru),L,2020,Lulus,PRODI13,Papua,2
240006229,Sutan Umay Rahimah (Baru),P,2024,Aktif,PRODI27,Sulawesi Tengah,2
240006230,R. Gasti Lazuardi,P,2024,Aktif,PRODI34,Sulawesi Selatan,2
240006231,Citra Firmansyah,L,2021,Aktif,PRODI11,Papua Barat,2
240006232,Elma Hastuti (Baru),P,2023,Aktif,PRODI35,Kalimantan Timur,2
240006233,Harjasa Hassanah,P,2021,Aktif,PRODI12,Sulawesi Selatan,2
240006234,Paulin Widodo (Baru),P,2022,Aktif,PRODI16,Sulawesi Tengah,2
240006235,R. Rina Yulianti (Baru),P,2023,Drop Out,PRODI25,Sumatera Barat,2
240006236,Kenes Palastri (Baru),P,2021,Aktif,PRODI16,Aceh,2
240006237,Vega Pangestu (Baru),P,2024,Aktif,PRODI13,Kepulauan Riau,2
240006238,Ir. Ellis Jailani (Baru),P,2022,Aktif,PRODI09,Kalimantan Tengah,1
240006239,Kalim Laksmiwati,P,2021,Aktif,PRODI04,Jambi,1
240006240,Bajragin Saefullah,L,2024,Aktif,PRODI07,Sulawesi Barat,2
240006241,Dr. Joko Siregar,L,2022,Aktif,PRODI12,DKI Jakarta,2
240006242,Dt. Garda Ardianto (Baru),L,2021,Aktif,PRODI04,Jawa Barat,1
240006243,Puti Tari Sihombing (Baru),L,2023,Aktif,PRODI16,Sulawesi Tengah,2
240006244,Yuliana Firmansyah (Baru),L,2024,Aktif,PRODI12,DKI Jakarta,2
240006245,Intan Puspasari,L,2024,Aktif,PRODI37,Bali,2
240006246,Lulut Utama (Baru),L,2024,Aktif,PRODI21,Nusa Tenggara Timur,2
240006247,Tgk. Rina Prasasta,L,2024,Aktif,PRODI13,Maluku,2
240006248,Vanesa Hariyah (Baru),P,2020,Lulus,PRODI23,Sulawesi Barat,2
240006249,Karimah Halimah,L,2020,Nonaktif,PRODI18,Sumatera Utara,2
240006250,Maman Wibowo (Baru),L,2021,Aktif,PRODI29,Papua Barat,2
240006251,Drs. Ghani Yulianti (Baru),L,2021,Drop Out,PRODI25,Bali,2
240006252,Jumari Zulaika,P,2022,Aktif,PRODI09,Aceh,1
240006253,Diana Mahendra (Baru),L,2020,Lulus,PRODI34,Bali,2
240006254,Radit Situmorang (Baru),L,2024,Aktif,PRODI11,Maluku,2
240006255,Paris Natsir,L,2020,Lulus,PRODI25,Kalimantan Utara,2
240006256,drg. Najwa Oktaviani (Baru),P,2023,Aktif,PRODI23,Maluku,2
240006257,Irma Purnawati (Baru),L,2023,Cuti,PRODI10,DI Yogyakarta,1
240006258,Balijan Habibi (Baru),L,2020,Lulus,PRODI09,Kalimantan Utara,1
240006259,drg. Vivi Usada (Baru),P,2024,Aktif,PRODI09,Aceh,1
240006260,Bagiya Uyainah (Baru),L,2020,Lulus,PRODI34,Sumatera Utara,2
240006261,Kezia Adriansyah,P,2021,Aktif,PRODI25,Kalimantan Utara,2
240006262,Yuliana Salahudin (Baru),P,2020,Lulus,PRODI35,Sulawesi Barat,2
240006263,Harja Maheswara (Baru),L,2024,Cuti,PRODI29,Gorontalo,2
240006264,Novi Aryani (Baru),P,2021,Aktif,PRODI25,Sulawesi Tengah,2
240006265,R.M. Martaka Suwarno,L,2022,Drop Out,PRODI07,Banten,2
240006266,Shania Marbun (Baru),P,2023,Aktif,PRODI11,Jawa Tengah,2
240006267,Intan Hariyah (Baru),P,2021,Aktif,PRODI21,Kalimantan Utara,2
240006268,Dr. Asman Riyanti,L,2022,Aktif,PRODI09,Riau,1
240006269,Okto Wibisono (Baru),L,2021,Drop Out,PRODI30,Kalimantan Selatan,2
240006270,Niyaga Hakim (Baru),L,2023,Aktif,PRODI29,Sumatera Barat,2
240006271,Tgk. Ira Hakim (Baru),P,2020,Lulus,PRODI29,Maluku Utara,2
240006272,T. Harsanto Sitompul (Baru),L,2023,Aktif,PRODI36,Sumatera Selatan,2
240006273,Dr. Kemba Hutagalung,L,2024,Aktif,PRODI04,Bangka Belitung,1
240006274,Ganjaran Wijaya,L,2022,Aktif,PRODI27,Maluku Utara,2
240006275,drg. Kamaria Suryatmi (Baru),P,2024,Aktif,PRODI10,Lampung,1
240006276,R. Icha Mustofa (Baru),P,2023,Aktif,PRODI10,Jawa Timur,1
240006277,Cinthia Halim (Baru),L,2024,Aktif,PRODI23,Jawa Barat,2
240006278,Capa Maryadi (Baru),P,2023,Aktif,PRODI21,Papua,2
240006279,Hilda Yuliarti (Baru),L,2020,Lulus,PRODI37,Riau,2
240006280,Rusman Simbolon,P,2022,Nonaktif,PRODI25,Kalimantan Selatan,2
240006281,Raden Sinaga,L,2020,Lulus,PRODI29,DI Yogyakarta,2
240006282,Pangeran Tampubolon (Baru),L,2020,Drop Out,PRODI14,Jawa Barat,2
240006283,Vera Hakim,P,2024,Aktif,PRODI13,Riau,2
240006284,Anita Maulana,P,2021,Drop Out,PRODI04,Jawa Barat,1
240006285,Adiarja Zulaika (Baru),P,2020,Drop Out,PRODI07,Kalimantan Barat,2
240006286,Gangsa Purwanti (Baru),P,2020,Lulus,PRODI09,Nusa Tenggara Barat,1
240006287,Farhunnisa Iswahyudi (Baru),P,2022,Aktif,PRODI37,Maluku Utara,2
240006288,Chelsea Adriansyah (Baru),P,2024,Aktif,PRODI11,Jawa Barat,2
240006289,Syahrini Putra (Baru),P,2022,Aktif,PRODI11,Jawa Barat,2
240006290,Jane Saragih (Baru),P,2021,Aktif,PRODI23,Bengkulu,2
240006291,Ir. Slamet Utami,L,2020,Lulus,PRODI09,Kepulauan Riau,1
240006292,Farhunnisa Firmansyah (Baru),L,2020,Aktif,PRODI10,Papua Barat,1
